MunicipalityCode;IndicatorID;Year;ValueRaw;ValueParsed
WC014;SAFE_CRIME_ASSAULT_COUNT;2022/2023;1282;1282
WC015;SAFE_CRIME_ASSAULT_COUNT;2022/2023;1342;1342
WC022;SAFE_CRIME_ASSAULT_COUNT;2022/2023;1540;1540
WC023;SAFE_CRIME_ASSAULT_COUNT;2022/2023;3132;3132
WC024;SAFE_CRIME_ASSAULT_COUNT;2022/2023;1985;1985
WC025;SAFE_CRIME_ASSAULT_COUNT;2022/2023;2909;2909
WC026;SAFE_CRIME_ASSAULT_COUNT;2022/2023;1530;1530
WC031;SAFE_CRIME_ASSAULT_COUNT;2022/2023;1480;1480
WC032;SAFE_CRIME_ASSAULT_COUNT;2022/2023;895;895
WC033;SAFE_CRIME_ASSAULT_COUNT;2022/2023;668;668
WC034;SAFE_CRIME_ASSAULT_COUNT;2022/2023;557;557
WC041;SAFE_CRIME_ASSAULT_COUNT;2022/2023;471;471
WC042;SAFE_CRIME_ASSAULT_COUNT;2022/2023;729;729
WC043;SAFE_CRIME_ASSAULT_COUNT;2022/2023;1500;1500
WC044;SAFE_CRIME_ASSAULT_COUNT;2022/2023;2868;2868
WC045;SAFE_CRIME_ASSAULT_COUNT;2022/2023;1543;1543
WC047;SAFE_CRIME_ASSAULT_COUNT;2022/2023;589;589
WC048;SAFE_CRIME_ASSAULT_COUNT;2022/2023;1103;1103
WC051;SAFE_CRIME_ASSAULT_COUNT;2022/2023;199;199
WC052;SAFE_CRIME_ASSAULT_COUNT;2022/2023;396;396
WC053;SAFE_CRIME_ASSAULT_COUNT;2022/2023;966;966
BUF;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;2405;2405
CPT;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;8841;8841
EC101;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;146;146
EC102;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;76;76
EC104;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;271;271
EC105;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;220;220
EC106;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;238;238
EC108;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;304;304
EC109;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;90;90
EC121;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;672;672
EC122;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;772;772
EC123;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;108;108
EC124;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;280;280
EC126;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;139;139
EC129;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;438;438
EC131;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;196;196
EC135;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;280;280
EC137;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;372;372
EC138;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;240;240
EC139;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;841;841
EC141;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;306;306
EC142;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;388;388
EC145;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;194;194
EC153;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;971;971
EC154;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;150;150
EC155;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;576;576
EC156;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;488;488
EC157;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;1146;1146
EC441;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;472;472
EC442;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;426;426
EC444;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;188;188
EKU;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;5701;5701
ETH;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;7307;7307
FS161;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;109;109
FS162;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;128;128
FS163;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;83;83
FS181;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;187;187
FS182;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;112;112
FS183;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;169;169
FS184;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;1120;1120
FS185;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;268;268
FS191;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;226;226
FS192;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;404;404
FS193;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;151;151
FS194;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;892;892
FS195;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;104;104
FS196;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;150;150
FS201;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;235;235
FS203;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;232;232
FS204;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;308;308
FS205;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;85;85
GT421;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;1180;1180
GT422;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;519;519
GT423;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;256;256
GT481;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;778;778
GT484;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;450;450
GT485;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;606;606
JHB;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;8405;8405
KZN212;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;345;345
KZN213;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;204;204
KZN214;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;94;94
KZN216;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;2176;2176
KZN221;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;184;184
KZN222;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;178;178
KZN223;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;74;74
KZN224;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;56;56
KZN226;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;57;57
KZN227;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;118;118
KZN235;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;242;242
KZN237;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;502;502
KZN238;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;727;727
KZN241;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;174;174
KZN242;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;226;226
KZN244;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;258;258
KZN245;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;522;522
KZN252;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;492;492
KZN253;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;50;50
KZN254;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;178;178
KZN261;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;80;80
KZN262;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;276;276
KZN263;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;492;492
KZN265;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;314;314
KZN266;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;350;350
KZN271;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;130;130
KZN272;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;412;412
KZN275;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;370;370
KZN276;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;230;230
KZN281;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;272;272
KZN282;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;1060;1060
KZN284;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;733;733
KZN285;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;177;177
KZN286;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;202;202
KZN291;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;334;334
KZN292;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;562;562
KZN293;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;228;228
KZN294;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;40;40
KZN433;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;176;176
KZN434;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;194;194
KZN435;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;264;264
LIM331;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;407;407
LIM332;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;617;617
LIM333;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;816;816
LIM334;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;624;624
LIM335;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;176;176
LIM341;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;314;314
LIM343;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;748;748
LIM344;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;902;902
LIM345;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;643;643
LIM351;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;260;260
LIM353;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;243;243
LIM354;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;1509;1509
LIM355;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;453;453
LIM361;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;216;216
LIM362;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;162;162
LIM366;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;347;347
LIM367;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;530;530
LIM368;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;384;384
LIM471;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;173;173
LIM472;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;849;849
LIM473;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;370;370
LIM476;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;548;548
MAN;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;2661;2661
MP301;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;358;358
MP302;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;337;337
MP303;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;402;402
MP304;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;122;122
MP305;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;236;236
MP306;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;70;70
MP307;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;541;541
MP311;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;156;156
MP312;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;554;554
MP313;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;178;178
MP314;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;64;64
MP315;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;462;462
MP316;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;320;320
MP321;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;128;128
MP324;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;438;438
MP325;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;790;790
NC061;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;28;28
NC062;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;119;119
NC064;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;22;22
NC065;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;72;72
NC066;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;28;28
NC071;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;56;56
NC072;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;98;98
NC073;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;87;87
NC074;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;42;42
NC075;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;40;40
NC076;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;4;4
NC077;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;56;56
NC078;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;102;102
NC082;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;138;138
NC084;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;34;34
NC085;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;100;100
NC086;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;34;34
NC087;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;256;256
NC091;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;834;834
NC092;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;106;106
NC093;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;38;38
NC094;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;156;156
NC451;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;96;96
NC452;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;380;380
NC453;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;100;100
NMA;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;2330;2330
NW371;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;302;302
NW372;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;1685;1685
NW373;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;1433;1433
NW374;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;93;93
NW375;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;472;472
NW381;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;266;266
NW382;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;236;236
NW383;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;805;805
NW384;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;323;323
NW385;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;270;270
NW392;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;128;128
NW393;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;156;156
NW394;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;374;374
NW396;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;140;140
NW397;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;292;292
NW403;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;1027;1027
NW404;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;232;232
TSH;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;5150;5150
WC011;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;235;235
WC012;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;175;175
WC013;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;112;112
WC014;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;216;216
WC015;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;325;325
WC022;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;198;198
WC023;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;566;566
WC024;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;420;420
WC025;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;420;420
WC026;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;274;274
WC031;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;307;307
WC032;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;200;200
WC033;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;104;104
WC034;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;125;125
WC041;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;64;64
WC042;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;52;52
WC043;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;212;212
WC044;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;728;728
WC045;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;278;278
WC047;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;145;145
WC048;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;226;226
WC051;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;40;40
WC052;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;44;44
WC053;SAFE_CRIME_SEXUAL_OFFENCES_COUNT;2022/2023;70;70
BUF;SAFE_CRIME_ROBBERY_COUNT;2022/2023;3919;3919
CPT;SAFE_CRIME_ROBBERY_COUNT;2022/2023;31177;31177
EC101;SAFE_CRIME_ROBBERY_COUNT;2022/2023;174;174
EC102;SAFE_CRIME_ROBBERY_COUNT;2022/2023;40;40
EC104;SAFE_CRIME_ROBBERY_COUNT;2022/2023;233;233
EC105;SAFE_CRIME_ROBBERY_COUNT;2022/2023;135;135
EC106;SAFE_CRIME_ROBBERY_COUNT;2022/2023;229;229
EC108;SAFE_CRIME_ROBBERY_COUNT;2022/2023;315;315
EC109;SAFE_CRIME_ROBBERY_COUNT;2022/2023;52;52
EC121;SAFE_CRIME_ROBBERY_COUNT;2022/2023;449;449
EC122;SAFE_CRIME_ROBBERY_COUNT;2022/2023;605;605
EC123;SAFE_CRIME_ROBBERY_COUNT;2022/2023;29;29
EC124;SAFE_CRIME_ROBBERY_COUNT;2022/2023;214;214
EC126;SAFE_CRIME_ROBBERY_COUNT;2022/2023;107;107
EC129;SAFE_CRIME_ROBBERY_COUNT;2022/2023;445;445
EC131;SAFE_CRIME_ROBBERY_COUNT;2022/2023;128;128
EC135;SAFE_CRIME_ROBBERY_COUNT;2022/2023;200;200
EC137;SAFE_CRIME_ROBBERY_COUNT;2022/2023;188;188
EC138;SAFE_CRIME_ROBBERY_COUNT;2022/2023;161;161
EC139;SAFE_CRIME_ROBBERY_COUNT;2022/2023;594;594
EC141;SAFE_CRIME_ROBBERY_COUNT;2022/2023;270;270
EC142;SAFE_CRIME_ROBBERY_COUNT;2022/2023;229;229
EC145;SAFE_CRIME_ROBBERY_COUNT;2022/2023;160;160
EC153;SAFE_CRIME_ROBBERY_COUNT;2022/2023;782;782
EC154;SAFE_CRIME_ROBBERY_COUNT;2022/2023;80;80
EC155;SAFE_CRIME_ROBBERY_COUNT;2022/2023;545;545
EC156;SAFE_CRIME_ROBBERY_COUNT;2022/2023;472;472
EC157;SAFE_CRIME_ROBBERY_COUNT;2022/2023;2469;2469
EC441;SAFE_CRIME_ROBBERY_COUNT;2022/2023;181;181
EC442;SAFE_CRIME_ROBBERY_COUNT;2022/2023;275;275
EC444;SAFE_CRIME_ROBBERY_COUNT;2022/2023;112;112
EKU;SAFE_CRIME_ROBBERY_COUNT;2022/2023;20691;20691
ETH;SAFE_CRIME_ROBBERY_COUNT;2022/2023;26445;26445
FS161;SAFE_CRIME_ROBBERY_COUNT;2022/2023;52;52
FS162;SAFE_CRIME_ROBBERY_COUNT;2022/2023;23;23
FS163;SAFE_CRIME_ROBBERY_COUNT;2022/2023;52;52
FS181;SAFE_CRIME_ROBBERY_COUNT;2022/2023;124;124
FS182;SAFE_CRIME_ROBBERY_COUNT;2022/2023;35;35
FS183;SAFE_CRIME_ROBBERY_COUNT;2022/2023;148;148
FS184;SAFE_CRIME_ROBBERY_COUNT;2022/2023;1835;1835
FS185;SAFE_CRIME_ROBBERY_COUNT;2022/2023;231;231
FS191;SAFE_CRIME_ROBBERY_COUNT;2022/2023;241;241
FS192;SAFE_CRIME_ROBBERY_COUNT;2022/2023;131;131
FS193;SAFE_CRIME_ROBBERY_COUNT;2022/2023;53;53
FS194;SAFE_CRIME_ROBBERY_COUNT;2022/2023;956;956
FS195;SAFE_CRIME_ROBBERY_COUNT;2022/2023;110;110
FS196;SAFE_CRIME_ROBBERY_COUNT;2022/2023;82;82
FS201;SAFE_CRIME_ROBBERY_COUNT;2022/2023;341;341
FS203;SAFE_CRIME_ROBBERY_COUNT;2022/2023;189;189
FS204;SAFE_CRIME_ROBBERY_COUNT;2022/2023;533;533
FS205;SAFE_CRIME_ROBBERY_COUNT;2022/2023;105;105
GT421;SAFE_CRIME_ROBBERY_COUNT;2022/2023;3271;3271
GT422;SAFE_CRIME_ROBBERY_COUNT;2022/2023;934;934
GT423;SAFE_CRIME_ROBBERY_COUNT;2022/2023;560;560
GT481;SAFE_CRIME_ROBBERY_COUNT;2022/2023;2339;2339
GT484;SAFE_CRIME_ROBBERY_COUNT;2022/2023;1245;1245
GT485;SAFE_CRIME_ROBBERY_COUNT;2022/2023;2300;2300
JHB;SAFE_CRIME_ROBBERY_COUNT;2022/2023;38798;38798
KZN212;SAFE_CRIME_ROBBERY_COUNT;2022/2023;496;496
KZN213;SAFE_CRIME_ROBBERY_COUNT;2022/2023;163;163
KZN214;SAFE_CRIME_ROBBERY_COUNT;2022/2023;120;120
KZN216;SAFE_CRIME_ROBBERY_COUNT;2022/2023;1389;1389
KZN221;SAFE_CRIME_ROBBERY_COUNT;2022/2023;279;279
KZN222;SAFE_CRIME_ROBBERY_COUNT;2022/2023;209;209
KZN223;SAFE_CRIME_ROBBERY_COUNT;2022/2023;56;56
KZN224;SAFE_CRIME_ROBBERY_COUNT;2022/2023;64;64
KZN226;SAFE_CRIME_ROBBERY_COUNT;2022/2023;137;137
KZN227;SAFE_CRIME_ROBBERY_COUNT;2022/2023;270;270
KZN235;SAFE_CRIME_ROBBERY_COUNT;2022/2023;167;167
KZN237;SAFE_CRIME_ROBBERY_COUNT;2022/2023;478;478
KZN238;SAFE_CRIME_ROBBERY_COUNT;2022/2023;1014;1014
KZN241;SAFE_CRIME_ROBBERY_COUNT;2022/2023;200;200
KZN242;SAFE_CRIME_ROBBERY_COUNT;2022/2023;60;60
KZN244;SAFE_CRIME_ROBBERY_COUNT;2022/2023;153;153
KZN245;SAFE_CRIME_ROBBERY_COUNT;2022/2023;264;264
KZN252;SAFE_CRIME_ROBBERY_COUNT;2022/2023;740;740
KZN253;SAFE_CRIME_ROBBERY_COUNT;2022/2023;43;43
KZN254;SAFE_CRIME_ROBBERY_COUNT;2022/2023;120;120
KZN261;SAFE_CRIME_ROBBERY_COUNT;2022/2023;120;120
KZN262;SAFE_CRIME_ROBBERY_COUNT;2022/2023;166;166
KZN263;SAFE_CRIME_ROBBERY_COUNT;2022/2023;564;564
KZN265;SAFE_CRIME_ROBBERY_COUNT;2022/2023;205;205
KZN266;SAFE_CRIME_ROBBERY_COUNT;2022/2023;234;234
KZN271;SAFE_CRIME_ROBBERY_COUNT;2022/2023;226;226
KZN272;SAFE_CRIME_ROBBERY_COUNT;2022/2023;261;261
KZN275;SAFE_CRIME_ROBBERY_COUNT;2022/2023;546;546
KZN276;SAFE_CRIME_ROBBERY_COUNT;2022/2023;120;120
KZN281;SAFE_CRIME_ROBBERY_COUNT;2022/2023;373;373
KZN282;SAFE_CRIME_ROBBERY_COUNT;2022/2023;2624;2624
KZN284;SAFE_CRIME_ROBBERY_COUNT;2022/2023;835;835
KZN285;SAFE_CRIME_ROBBERY_COUNT;2022/2023;80;80
KZN286;SAFE_CRIME_ROBBERY_COUNT;2022/2023;85;85
KZN291;SAFE_CRIME_ROBBERY_COUNT;2022/2023;338;338
KZN292;SAFE_CRIME_ROBBERY_COUNT;2022/2023;1565;1565
KZN293;SAFE_CRIME_ROBBERY_COUNT;2022/2023;446;446
KZN294;SAFE_CRIME_ROBBERY_COUNT;2022/2023;17;17
KZN433;SAFE_CRIME_ROBBERY_COUNT;2022/2023;251;251
KZN434;SAFE_CRIME_ROBBERY_COUNT;2022/2023;239;239
KZN435;SAFE_CRIME_ROBBERY_COUNT;2022/2023;254;254
LIM331;SAFE_CRIME_ROBBERY_COUNT;2022/2023;408;408
LIM332;SAFE_CRIME_ROBBERY_COUNT;2022/2023;545;545
LIM333;SAFE_CRIME_ROBBERY_COUNT;2022/2023;737;737
LIM334;SAFE_CRIME_ROBBERY_COUNT;2022/2023;248;248
LIM335;SAFE_CRIME_ROBBERY_COUNT;2022/2023;45;45
LIM341;SAFE_CRIME_ROBBERY_COUNT;2022/2023;427;427
LIM343;SAFE_CRIME_ROBBERY_COUNT;2022/2023;1296;1296
LIM344;SAFE_CRIME_ROBBERY_COUNT;2022/2023;1223;1223
LIM345;SAFE_CRIME_ROBBERY_COUNT;2022/2023;521;521
LIM351;SAFE_CRIME_ROBBERY_COUNT;2022/2023;175;175
LIM353;SAFE_CRIME_ROBBERY_COUNT;2022/2023;230;230
LIM354;SAFE_CRIME_ROBBERY_COUNT;2022/2023;3156;3156
LIM355;SAFE_CRIME_ROBBERY_COUNT;2022/2023;710;710
LIM361;SAFE_CRIME_ROBBERY_COUNT;2022/2023;105;105
LIM362;SAFE_CRIME_ROBBERY_COUNT;2022/2023;196;196
