"MunicipalityCode";"IndicatorID";"Year";"IndicatorName";"Theme";"Source";"Normalization";"Polarity";"MunicipalityName";"ProvinceName";"MIIF_Category";"ProvinceAcronym";"DistrictName";"ValueRaw";"ValueParsed"
"DC12";"AVERAGE_HOUSEHOLD_SIZE_PER_MUNICIPALITY";"2024";"Average household size per municipality";"Dwelling Type";"General Household Survey (2024)
Quantec";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"57.91";"57.91190190230812"
"DC12";"PERCENTAGE_OF_HOUSEHOLDS_WITH_FORMAL_DWELLINGS_PER_MUNICIPALITY";"2024";"Percentage of households with formal dwellings per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"General Household Survey (2024)
Quantec";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"60.68";"60.68427496885991"
"DC12";"PERCENTAGE_OF_HOUSEHOLD_WITH_ACCESS_TO_WATER_SANITATION_ELECTRICITY_AND_WASTE_COLLECTION_PER_MUNICIPALITY";"2024";"Percentage of household with access to water, sanitation, electricity, and waste collection per municipality";"Access To Service Access And Quality";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"29.20";"29.202794256556103"
"DC12";"WATER_AND_SANITATION_QUALITY_WATER_PER_MUNICIPALITY_BLUE_DROP_GREEN_DROP_STATUS";"2024";"Water and sanitation quality water per municipality (blue drop, green drop status)";"Quality Of Basic Services";"Blue drop report 2024";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"57.31";"57.31400902186088"
"DC12";"NUMBER_OF_CONSUMER_UNITS_USING_THE_BUCKET_TOILET_SYSTEM_PROVIDED_BY_MUNICIPALITIES_IN_EACH_PROVINCE";"2024";"Number of consumer units using the bucket toilet system provided by municipalities in each province";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"63.58";"63.584916955517606"
"DC12";"NUMBER_OF_MUNICIPALITIES_THAT_PROVIDE_SERVICES";"2024";"Number (%) of municipalities that provide services";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"72.34";"72.33770182587762"
"DC12";"WATER_SANITATION_ELECTRICITY_WASTE";"2024";"water, sanitation, electricity, waste";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"44.96";"44.96006116982734"
"DC12";"NUMBER_OF_CONSUMER_UNITS_RECEIVING_WATER_SERVICES_AND_FREE_BASIC_WATER_SERVICES_FROM_MUNICIPALITIES";"2024";"Number of consumer units receiving water services and free basic water services from municipalities";"Free Basic Services";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"52.91";"52.91203838872203"
"DC12";"NUMBER_OF_MUNICIPALITIES_IN_EACH_PROVINCE_WITH_A_POLICY_IN_PLACE_RELATING_TO_THE_PROVISION_OF_FREE_BASIC_SERVICES";"2024";"Number of municipalities in each province with a policy in place relating to the provision of free basic services";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"64.80";"64.80349120031296"
"DC12";"NUMBER_OF_MUNICIPALITIES_IN_EACH_PROVINCE_WHICH_HAVE_IMPLEMENTED_THE_POLICY_RELATING_TO_THE_PROVISION_OF_FREE_BASIC_SERV";"2024";"Number of municipalities in each province which have implemented the policy relating to the provision of free basic services";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"42.06";"42.06131908596643"
"DC12";"NUMBER_OF_INDIGENT_HOUSEHOLDS_IN_EACH_PROVINCE_BENEFITING_FROM_AN_INDIGENT_SUPPORT_SYSTEM";"2024";"Number of indigent households in each province benefiting from an indigent support system";"Indigent Support";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"-1";"Amathole";"Eastern Cape";"C";"EC";"";"58.00";"58.001983926493914"
"DC12";"NUMBER_OF_VACANT_MANAGERIAL_POSITIONS_BY_PROVINCE_ACCORDING_TO_SECTION_54A_AND_56_OF_LOCAL_GOVERNMENT_MUNICIPAL_SYSTEM_A";"2024";"Number of vacant managerial positions by province according to Section 54A and 56 of Local Government Municipal System Act, 2000 (Act No.32 of 2000)";"Municipal Vacancies";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"15.23";"15.228847423953496"
"DC12";"NUMBER_OF_MANAGERIAL_POSITIONS_BY_PROVINCE_ACCORDING_TO_ORGANOGRAM_EXCLUDING_SECTION_56_MANAGERS";"2024";"Number of managerial positions by province according to organogram (excluding Section 56 managers)";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"57.55";"57.5481609198906"
"DC12";"NUMBER_OF_COUNCILLORS_PER_MUNICIPALITY";"2024";"Number of councillors per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"IEC
Non-financial census of municipalities for the year ended 30 June 2023";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"30.69";"30.687773141285817"
"DC12";"EMPLOYMENT_POSITIONS_INCLUDING_MANAGERIAL_POSITIONS_BY_PROVINCE";"2024";"Employment positions including managerial positions by province";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Municipalities 
Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"30.27";"30.27038346583544"
"DC12";"AN_ALTERNATIVE_DIFFERENTIATION_APPROACH";"2024";"An alternative differentiation approach";"An Alternative Differentiation Approach
Analysis Of Disparities In Service Delivery Between Different Municipalities, Such As Urban Versus Rural Areas. (Apply The Miif Model And Identify Characteristics Predominant In Each Municipal Type)";"An alternative differentiation approach
Analysis of disparities in service delivery between different municipalities, such as urban versus rural areas. (Apply the MIIF model and identify characteristics predominant in each municipal type)";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"46.25";"46.25093194591383"
"DC12";"ANALYSIS_OF_DISPARITIES_IN_SERVICE_DELIVERY_BETWEEN_DIFFERENT_MUNICIPALITIES_SUCH_AS_URBAN_VERSUS_RURAL_AREAS_APPLY_T";"2024";"Analysis of disparities in service delivery between different municipalities, such as urban versus rural areas. (Apply the MIIF model and identify characteristics predominant in each municipal type)";"An Alternative Differentiation Approach
Analysis Of Disparities In Service Delivery Between Different Municipalities, Such As Urban Versus Rural Areas. (Apply The Miif Model And Identify Characteristics Predominant In Each Municipal Type)";"An alternative differentiation approach
Analysis of disparities in service delivery between different municipalities, such as urban versus rural areas. (Apply the MIIF model and identify characteristics predominant in each municipal type)";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"44.06";"44.063051013420484"
"DC12";"PERCENTAGE_OF_THE_POPULATION_LIVING_BELOW_A_CERTAIN_INCOME_LEVEL_POVERTY_LINE";"2024";"Percentage of the population living below a certain income level (poverty line)";"Poverty";"Stats SA
Quantec";"minmax";"-1";"Amathole";"Eastern Cape";"C";"EC";"";"49.99";"49.99321327361452"
"DC12";"UNEMPLOYMENT_RATE_PER_MUNICIPALITY";"2024";"Unemployment rate per municipality";"Unemployment";"Stats SA
Quantec";"minmax";"-1";"Amathole";"Eastern Cape";"C";"EC";"";"19.68";"19.67514251844912"
"DC12";"GINI_COEFFICIENT_PER_MUNICIPALITY";"2024";"Gini-coefficient per municipality";"Inequality";"Stats SA
Quantec";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"37.07";"37.07200209141975"
"DC12";"HOUSEHOLD_INCOME_PER_MUNICIPALITY";"2024";"Household income per municipality";"Household Income";"Stats SA
Quantec";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"71.92";"71.92213758903873"
"DC12";"GDP_PER_MUNICIPALITY";"2024";"GDP per municipality";"Trade Balance";"Stats SA
Quantec";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"49.96";"49.95851662691081"
"DC12";"INFANT_MORTALITY_RATE";"2024";"Infant mortality rate";"Social And Health";"Stats SA
Quantec";"minmax";"-1";"Amathole";"Eastern Cape";"C";"EC";"";"37.27";"37.26914577468841"
"DC12";"LIFE_EXPECTANCY_RATE";"2024";"Life expectancy rate";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Stats SA
Quantec";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"58.60";"58.597264560232155"
"DC12";"CHILD_MORTALITY_RATE";"2024";"Child mortality rate";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Stats SA
Quantec";"minmax";"-1";"Amathole";"Eastern Cape";"C";"EC";"";"47.22";"47.21903398639738"
"DC12";"LITERACY_RATE_PER_MUNICIPALITY";"2024";"Literacy rate per municipality";"Education";"Stats SA
Quantec";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"59.45";"59.448553390113666"
"DC12";"CRIME_RATES";"2024";"Crime rates";"Safety And Security";"Stats SA
Quantec";"minmax";"-1";"Amathole";"Eastern Cape";"C";"EC";"";"45.88";"45.882719200215"
"DC12";"LIFE_EXPECTANCY_PER_MUNICIPALITY";"2024";"Life expectancy per municipality";"Life Expectancy";"Stats SA
Quantec";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"72.88";"72.87708796451798"
"DC12";"TOTAL_POPULATION_PER_MUNICIPALITY";"2024";"Total population per municipality";"Population Dynamics";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"52.35";"52.35135330690146"
"DC12";"POPULATION_GROWTH_RATE_PER_MUNICIPALITY";"2024";"Population growth rate per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"54.19";"54.19327934384835"
"DC12";"POPULATION_DISTRIBUTION_PER_MUNICIPALITY_BLACK_AFRICAN_COLOUREDS_WHITE_INDIAN_OR_ASIAN";"2024";"Population distribution per municipality (Black African, Coloureds, White, Indian or Asian)";"Population Distribution";"Census 2022
Mid-year population estimates 2025";"minmax";"-1";"Amathole";"Eastern Cape";"C";"EC";"";"28.15";"28.154864033532238"
"DC12";"GENDER_DISTRIBUTION_PER_MUNICIPALITY_MALE_FEMALE";"2024";"Gender distribution per municipality (male / female)";"Gender Distribution";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"38.64";"38.63532426571566"
"DC12";"CHILDREN_POPULATION_PER_MUNICIPALITY";"2024";"Children population per municipality";"Age Structure";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"62.60";"62.597800249563065"
"DC12";"YOUTH_POPULATION_PER_MUNICIPALITY_15_34";"2024";"Youth population per municipality (15-34)";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"39.84";"39.843082423063045"
"DC12";"ADULT_POPULATION_AGED_35_59_PER_MUNICIPALITY";"2024";"Adult population aged 35 – 59 per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"61.43";"61.429089137407296"
"DC12";"POPULATION_AGED_ABOVE_60_PER_MUNICIPALITY";"2024";"Population aged above 60 per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"29.13";"29.128580065747833"
"DC12";"WORKING_AGE_POPULATION_15_64_PER_MUNICIPALITY";"2024";"Working age population ( 15 – 64) per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"48.54";"48.53966992877203"
"DC12";"IN_MIGRATION_PER_MUNICIPALITY";"2024";"In-migration per municipality";"Migration";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"60.23";"60.233300894734164"
"DC12";"OUT_MIGRATION_PER_MUNICIPALITY";"2024";"Out-migration per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Amathole";"Eastern Cape";"C";"EC";"";"51.07";"51.06861283077692"
"DC13";"TOTAL_NUMBER_OF_HOUSEHOLDS_PER_MUNICIPALITY";"2024";"Total number of households per municipality";"Household And Living Conditions";"General Household Survey (2024)
Quantec";"minmax";"1";"Chris Hani";"Eastern Cape";"C";"EC";"";"45.32";"45.323282611725176"
"DC13";"AVERAGE_HOUSEHOLD_SIZE_PER_MUNICIPALITY";"2024";"Average household size per municipality";"Dwelling Type";"General Household Survey (2024)
Quantec";"minmax";"1";"Chris Hani";"Eastern Cape";"C";"EC";"";"60.58";"60.578900644313954"
"DC13";"PERCENTAGE_OF_HOUSEHOLDS_WITH_FORMAL_DWELLINGS_PER_MUNICIPALITY";"2024";"Percentage of households with formal dwellings per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"General Household Survey (2024)
Quantec";"minmax";"1";"Chris Hani";"Eastern Cape";"C";"EC";"";"71.42";"71.41534882011774"
"DC13";"PERCENTAGE_OF_HOUSEHOLD_WITH_ACCESS_TO_WATER_SANITATION_ELECTRICITY_AND_WASTE_COLLECTION_PER_MUNICIPALITY";"2024";"Percentage of household with access to water, sanitation, electricity, and waste collection per municipality";"Access To Service Access And Quality";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Chris Hani";"Eastern Cape";"C";"EC";"";"55.68";"55.68349414181359"
"DC13";"WATER_AND_SANITATION_QUALITY_WATER_PER_MUNICIPALITY_BLUE_DROP_GREEN_DROP_STATUS";"2024";"Water and sanitation quality water per municipality (blue drop, green drop status)";"Quality Of Basic Services";"Blue drop report 2024";"minmax";"1";"Chris Hani";"Eastern Cape";"C";"EC";"";"68.78";"68.77528534764498"
"DC13";"NUMBER_OF_CONSUMER_UNITS_USING_THE_BUCKET_TOILET_SYSTEM_PROVIDED_BY_MUNICIPALITIES_IN_EACH_PROVINCE";"2024";"Number of consumer units using the bucket toilet system provided by municipalities in each province";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Chris Hani";"Eastern Cape";"C";"EC";"";"61.91";"61.9141742603755"
"DC13";"NUMBER_OF_MUNICIPALITIES_THAT_PROVIDE_SERVICES";"2024";"Number (%) of municipalities that provide services";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Chris Hani";"Eastern Cape";"C";"EC";"";"43.32";"43.316784253001195"
"DC13";"WATER_SANITATION_ELECTRICITY_WASTE";"2024";"water, sanitation, electricity, waste";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Chris Hani";"Eastern Cape";"C";"EC";"";"53.18";"53.18043764380032"
"DC13";"NUMBER_OF_CONSUMER_UNITS_RECEIVING_WATER_SERVICES_AND_FREE_BASIC_WATER_SERVICES_FROM_MUNICIPALITIES";"2024";"Number of consumer units receiving water services and free basic water services from municipalities";"Free Basic Services";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Chris Hani";"Eastern Cape";"C";"EC";"";"68.02";"68.01882313741433"
"DC13";"NUMBER_OF_MUNICIPALITIES_IN_EACH_PROVINCE_WITH_A_POLICY_IN_PLACE_RELATING_TO_THE_PROVISION_OF_FREE_BASIC_SERVICES";"2024";"Number of municipalities in each province with a policy in place relating to the provision of free basic services";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Chris Hani";"Eastern Cape";"C";"EC";"";"35.59";"35.58792830160952"
"DC13";"NUMBER_OF_MUNICIPALITIES_IN_EACH_PROVINCE_WHICH_HAVE_IMPLEMENTED_THE_POLICY_RELATING_TO_THE_PROVISION_OF_FREE_BASIC_SERV";"2024";"Number of municipalities in each province which have implemented the policy relating to the provision of free basic services";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Chris Hani";"Eastern Cape";"C";"EC";"";"36.09";"36.090739121558514"
"DC13";"NUMBER_OF_INDIGENT_HOUSEHOLDS_IN_EACH_PROVINCE_BENEFITING_FROM_AN_INDIGENT_SUPPORT_SYSTEM";"2024";"Number of indigent households in each province benefiting from an indigent support system";"Indigent Support";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"-1";"Chris Hani";"Eastern Cape";"C";"EC";"";"43.14";"43.13608543213791"
"DC13";"NUMBER_OF_VACANT_MANAGERIAL_POSITIONS_BY_PROVINCE_ACCORDING_TO_SECTION_54A_AND_56_OF_LOCAL_GOVERNMENT_MUNICIPAL_SYSTEM_A";"2024";"Number of vacant managerial positions by province according to Section 54A and 56 of Local Government Municipal System Act, 2000 (Act No.32 of 2000)";"Municipal Vacancies";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Chris Hani";"Eastern Cape";"C";"EC";"";"21.99";"21.99232144715325"
